artist,date,genre,pixelsx,pixelsy,size_bytes,source,style,title,artist_group,in_train,new_filename
Claude Monet,1895,landscape,1600,1141,436091,wikiart,Impressionism,Mount Kolsaas,train_and_test,TRUE,69243.jpg
Claude Monet,1883,landscape,1517,1200,676742,wikiart,Impressionism,Receding Waves ,train_and_test,FALSE,102621.jpg
Claude Monet,1883,flower painting,720,2527,573946,wikiart,Impressionism,Red azaleas in a Pot,train_and_test,TRUE,51374.jpg
Claude Monet,1890,landscape,1600,1135,2114383,wikiart,Impressionism,Meadow in Giverny,train_and_test,TRUE,59524.jpg
Claude Monet,1903,cityscape,1513,1200,479337,wikiart,Impressionism,"Waterloo Bridge, Sunlight Effect",train_and_test,TRUE,93162.jpg
Claude Monet,1868,landscape,1512,1200,639489,wikiart,Impressionism,Ice Floes on the Seine at Bougival,train_and_test,TRUE,31787.jpg
Claude Monet,1896,landscape,1511,1200,493570,wikiart,Impressionism,Cliff at Petit Ailly,train_and_test,TRUE,67934.jpg
Claude Monet,1908,flower painting,1200,1511,1397139,wikiart,Impressionism,Water Lilies,train_and_test,TRUE,81526.jpg
Claude Monet,1865,portrait,1028,1763,243570,wikiart,Impressionism,Victor Jacquemont Holding a Parasol,train_and_test,TRUE,45620.jpg
Claude Monet,1882,portrait,1132,1600,1259180,wikiart,Impressionism,Portrait of Eugenie Graff (Madame Paul) ,train_and_test,TRUE,11309.jpg
Claude Monet,1897,landscape,1509,1200,522588,wikiart,Impressionism,Morning on the Seine,train_and_test,FALSE,100323.jpg
Claude Monet,1873,cityscape,1474,1228,1594882,wikiart,Impressionism,The Seine at Asnieres,train_and_test,TRUE,4183.jpg
Claude Monet,1871,landscape,1800,1001,2573927,wikiart,Impressionism,"Windmills at Haaldersbroek, Zaandam",train_and_test,TRUE,55568.jpg
Claude Monet,1872,cityscape,1472,1223,2188417,wikiart,Impressionism,Seine at Rouen,train_and_test,TRUE,95722.jpg
Claude Monet,1885,landscape,1499,1200,520888,wikiart,Impressionism,"The Manneport, Reflections of Water",train_and_test,TRUE,20869.jpg
Claude Monet,1896,landscape,1499,1200,955609,wikiart,Impressionism,The Cote Sauvate,train_and_test,FALSE,99864.jpg
Claude Monet,1897,landscape,1498,1200,632615,wikiart,Impressionism,Morning on the Seine at Giverny 02,train_and_test,TRUE,31545.jpg
Claude Monet,1886,landscape,1498,1200,323346,wikiart,Impressionism,View on village of Giverny,train_and_test,TRUE,56642.jpg
Claude Monet,1905,flower painting,1497,1200,1889972,wikiart,Impressionism,Water Lilies,train_and_test,TRUE,49667.jpg
Claude Monet,1869,cityscape,1600,1122,634313,wikiart,Impressionism,The Bridge at Bougival,train_and_test,TRUE,103124.jpg
Claude Monet,1878,landscape,1494,1200,180106,wikiart,Impressionism,The Arm of the Seine,train_and_test,TRUE,54392.jpg
Claude Monet,1883,landscape,1494,1200,622864,wikiart,Impressionism,The Towpath at Granval,train_and_test,TRUE,33924.jpg
Claude Monet,1908,cityscape,1494,1200,1298327,wikiart,Impressionism,The Palazzo Ducale,train_and_test,TRUE,90968.jpg
Claude Monet,c.1870,genre painting,1200,1494,951642,wikiart,Impressionism,The Red Cape (Madame Monet) ,train_and_test,TRUE,88019.jpg
Claude Monet,1908,cityscape,1192,1504,1315009,wikiart,Impressionism,Palazzo Dario 4,train_and_test,TRUE,60031.jpg
Claude Monet,1885,landscape,1600,1120,556822,wikiart,Impressionism,Landscape at Port-Villez,train_and_test,FALSE,73227.jpg
Claude Monet,1880,landscape,1200,1491,619242,wikiart,Impressionism,View over Vetheuil,train_and_test,TRUE,15052.jpg
Claude Monet,1902,landscape,1490,1200,376805,wikiart,Impressionism,Charing Cross Bridge 02,train_and_test,TRUE,102612.jpg
Claude Monet,1887,landscape,1489,1200,631810,wikiart,Impressionism,Path in the Fog,train_and_test,TRUE,37893.jpg
Claude Monet,1864,landscape,1000,1785,822421,wikipedia,Impressionism,Road to the Saint-Simeon Farm,train_and_test,TRUE,24717.jpg
Claude Monet,1880,landscape,1487,1200,545521,wikiart,Impressionism,The Siene at Vetheuil,train_and_test,TRUE,99406.jpg
Claude Monet,1899,flower painting,1600,1114,479767,wikiart,Impressionism,Water Lilies,train_and_test,TRUE,63361.jpg
Claude Monet,1867,cityscape,1600,1114,1174889,wikiart,Impressionism,"Wharf of Louvre, Paris",train_and_test,TRUE,40024.jpg
Claude Monet,1867,landscape,1600,1114,568349,wikiart,Impressionism,The Road to the Farm of Saint-Simeon,train_and_test,TRUE,66063.jpg
Claude Monet,1885,landscape,1484,1200,623038,wikiart,Impressionism,The Banks of the Seine at Port-Villez,train_and_test,TRUE,76503.jpg
Claude Monet,1886,landscape,1484,1200,1294868,wikiart,Impressionism,Rocks at Belle-Ile,train_and_test,TRUE,79711.jpg
Claude Monet,1881,landscape,1483,1200,541378,wikiart,Impressionism,The Sea Seen from the Cliffs of Fecamp,train_and_test,FALSE,88854.jpg
Claude Monet,1887,landscape,2000,889,748213,wikiart,Impressionism,Field of Yellow Irises at Giverny,train_and_test,TRUE,84273.jpg
Claude Monet,1901,cityscape,1600,1111,483574,wikiart,Impressionism,Waterloo Bridge,train_and_test,TRUE,40858.jpg
Claude Monet,1889,landscape,1600,1110,2127506,wikiart,Impressionism,The Old Tree at the Confluence,train_and_test,FALSE,10665.jpg
Claude Monet,,cityscape,1537,1155,2289757,wikiart,Impressionism,Houses at Argenteuil,train_and_test,TRUE,14722.jpg
Claude Monet,1882,cityscape,1479,1200,602306,wikiart,Impressionism,"Port of Dieppe, Evening",train_and_test,TRUE,20847.jpg
Claude Monet,1919,flower painting,1478,1200,777888,wikiart,Impressionism,Water Lilies,train_and_test,TRUE,81777.jpg
Claude Monet,1899,flower painting,1477,1200,422311,wikiart,Impressionism,"Water Lilies, Pink",train_and_test,TRUE,54479.jpg
Claude Monet,1882,marina,1475,1200,442265,wikiart,Impressionism,"The Seacoast of Pourville, Low Tide",train_and_test,TRUE,34361.jpg
Claude Monet,1897,landscape,1600,1106,1476448,wikiart,Impressionism,Customs House at Varengaville,train_and_test,TRUE,64214.jpg
Claude Monet,1867,landscape,1474,1200,795251,wikiart,Impressionism,The Road in front of Saint-Simeon Farm in Winter,train_and_test,FALSE,38438.jpg
Claude Monet,1882,landscape,1473,1200,513222,wikiart,Impressionism,The Sunken Road in the Cliff at Varangeville,train_and_test,TRUE,74516.jpg
Claude Monet,1884,landscape,1471,1200,593865,wikiart,Impressionism,"Bordighera, the House of Gardener",train_and_test,TRUE,16166.jpg
Claude Monet,1878,landscape,1471,1200,647247,wikiart,Impressionism,The Isle Grande-Jatte on the Siene,train_and_test,FALSE,73230.jpg
Claude Monet,1894,cityscape,1103,1600,776180,wikiart,Impressionism,"Rouen Cathedral, the Portal and the Tower d`Allban on the Sun",train_and_test,TRUE,85678.jpg
Claude Monet,1865,landscape,1600,1102,837912,wikiart,Impressionism,Cart on the Snow Covered Road with Saint-Simeon Farm,train_and_test,FALSE,12016.jpg
Claude Monet,,landscape,1469,1200,2050132,wikiart,Impressionism,The Seine at Bougival in the Evening,train_and_test,TRUE,26815.jpg
Claude Monet,1870,marina,1467,1200,491407,wikiart,Impressionism,Entrance to the Port of Honfleur,train_and_test,TRUE,79470.jpg
Claude Monet,1882,cityscape,1465,1200,374899,wikiart,Impressionism,Dieppe,train_and_test,TRUE,15227.jpg
Claude Monet,1874,cityscape,1600,1098,502864,wikiart,Impressionism,"Zaandam, The Dike",train_and_test,TRUE,50448.jpg
Claude Monet,1881,landscape,1464,1200,756873,wikiart,Impressionism,The Garden Gate at Vetheuil,train_and_test,TRUE,20822.jpg
Claude Monet,1902,cityscape,1462,1200,453016,wikiart,Impressionism,Charing Cross Bridge,train_and_test,TRUE,82579.jpg
Claude Monet,1894,cityscape,1094,1600,881930,wikiart,Impressionism,"Rouen Cathedral, Sunlight Effect",train_and_test,TRUE,80214.jpg
Claude Monet,1874,cityscape,1153,1516,437880,wikipedia,Impressionism,Boulevard of Capucines,train_and_test,FALSE,88905.jpg
Claude Monet,1889,landscape,1456,1200,1495561,wikiart,Impressionism,Valley of the Creuse (Grey Day) ,train_and_test,TRUE,16948.jpg
Claude Monet,1894,cityscape,1089,1600,510798,wikiart,Impressionism,"Rouen Cathedral, The Portal and the Tour d'Albane at Dawn",train_and_test,FALSE,76508.jpg
Claude Monet,1907,flower painting,1088,1600,700062,wikiart,Impressionism,Water Lilies,train_and_test,TRUE,24731.jpg
Edvard Munch,1885,portrait,1309,2533,498589,wikiart,Impressionism,Portrait of the Painter Jensen Hjell,train_and_test,FALSE,99523.jpg
Edvard Munch,1901,genre painting,1717,1908,416933,wikiart,Expressionism,The Girls on the Bridge,train_and_test,TRUE,40098.jpg
Edvard Munch,1893,genre painting,1611,2000,650104,wikiart,Expressionism,The Scream,train_and_test,TRUE,4864.jpg
Edvard Munch,1894,nude painting (nu),1512,2111,410611,wikipedia,Expressionism,Puberty,train_and_test,TRUE,33187.jpg
Edvard Munch,1881,landscape,1975,1587,619278,wikiart,Realism,Landscape. Maridalen by Oslo,train_and_test,TRUE,16294.jpg
Edvard Munch,1894,genre painting,1549,1932,414807,wikiart,Expressionism,Eye in Eye,train_and_test,TRUE,85680.jpg
Edvard Munch,1881,cityscape,1971,1488,477391,wikiart,Realism,Old Aker Church,train_and_test,TRUE,85487.jpg
Edvard Munch,1904,self-portrait,1155,2516,336972,wikipedia,Expressionism,Self-Portrait with Brushes,train_and_test,FALSE,31290.jpg
Edvard Munch,1918,religious painting,1515,1905,463806,wikiart,Expressionism,Adam and Eve,train_and_test,TRUE,35889.jpg
Edvard Munch,1900,genre painting,1724,1661,429800,wikiart,Expressionism,Red Virginia Creeper,train_and_test,TRUE,23210.jpg
Edvard Munch,1915,genre painting,1885,1489,469169,wikiart,Expressionism,By the Deathbed (Fever) I,train_and_test,TRUE,76043.jpg
Edvard Munch,1884,genre painting,1731,1620,466379,wikiart,Realism,Morning,train_and_test,TRUE,99827.jpg
Edvard Munch,1902,genre painting,1734,1548,406994,wikiart,Expressionism,Women on the Bridge,train_and_test,FALSE,37307.jpg
Edvard Munch,1893,genre painting,1717,1561,537071,wikiart,Expressionism,Death in the sickroom,train_and_test,TRUE,45339.jpg
Edvard Munch,1907,genre painting,1721,1548,504484,wikipedia,Expressionism,Bathing Men,train_and_test,TRUE,45092.jpg
Edvard Munch,1883,genre painting,1330,1989,561526,wikiart,Realism,Girl Kindling a Stove,train_and_test,TRUE,16742.jpg
Edvard Munch,1903,genre painting,1721,1500,502552,wikiart,Expressionism,The Ladies on the Bridge,train_and_test,TRUE,42551.jpg
Edvard Munch,,genre painting,1727,1472,345491,wikiart,Expressionism,Women on the Bridge,train_and_test,TRUE,40488.jpg
Edvard Munch,1902,genre painting,1721,1458,367576,wikiart,Expressionism,Fertility II,train_and_test,TRUE,92466.jpg
Edvard Munch,1897,genre painting,1408,1770,268909,wikiart,Expressionism,Kiss,train_and_test,TRUE,93189.jpg
Edvard Munch,1912,genre painting,1394,1765,381994,wikiart,Expressionism,Galloping horse,train_and_test,TRUE,70397.jpg
Edvard Munch,1909,portrait,1279,1922,417596,wikiart,Expressionism,Christen Sandberg,train_and_test,TRUE,27118.jpg
Edvard Munch,1912,landscape,1738,1400,430551,wikipedia,Expressionism,The yellow log,train_and_test,TRUE,98635.jpg
Edvard Munch,1913,genre painting,1721,1407,355809,wikiart,Expressionism,Workers in the Snow,train_and_test,TRUE,26039.jpg
Edvard Munch,1924,landscape,1419,1692,394898,wikiart,Expressionism,Starry night,train_and_test,TRUE,97155.jpg
Edvard Munch,1903,genre painting,1721,1369,409568,wikiart,Expressionism,Four girls in Arsgardstrand,train_and_test,TRUE,21572.jpg
Edvard Munch,1903,portrait,1734,1355,302875,wikiart,Expressionism,The Four Sons of Dr. Linde,train_and_test,TRUE,85158.jpg
Edvard Munch,1909,portrait,1100,2122,292023,wikiart,Expressionism,Professor Daniel Jacobson,train_and_test,FALSE,55596.jpg
Edvard Munch,1909,self-portrait,1584,1460,346774,wikiart,Expressionism,Self-Portrait at Professor Jacobson's Hospital,train_and_test,TRUE,92121.jpg
Edvard Munch,1915,sketch and study,1582,1453,324788,wikiart,Expressionism,Workers on Their Way Home,train_and_test,TRUE,17465.jpg
Edvard Munch,1908,genre painting,1728,1321,440908,wikiart,Expressionism,Worker and Child,train_and_test,TRUE,75842.jpg
Edvard Munch,1905,genre painting,1705,1330,512054,wikiart,Expressionism,From Thuringewald,train_and_test,TRUE,76798.jpg
Edvard Munch,1907,history painting,1728,1301,378268,wikiart,Expressionism,Death of Marat I,train_and_test,TRUE,65518.jpg
Edvard Munch,1893,portrait,1219,1833,387841,wikiart,Expressionism,Dagny Juel Przybyszewska,train_and_test,TRUE,7762.jpg
Edvard Munch,1915,genre painting,1666,1301,347739,wikiart,Expressionism,High Summer II,train_and_test,TRUE,16397.jpg
Edvard Munch,1890,genre painting,1662,1287,443363,wikiart,Expressionism,Tavern in St. Cloud,train_and_test,TRUE,38845.jpg
Edvard Munch,1912,landscape,1451,1464,331887,wikiart,Expressionism,"Winter, Kragero",train_and_test,TRUE,56849.jpg
Edvard Munch,1895,genre painting,1687,1255,413068,wikiart,Expressionism,The Day After,train_and_test,FALSE,32541.jpg
Edvard Munch,1902,genre painting,1688,1252,515984,wikiart,Expressionism,Rain,train_and_test,TRUE,38354.jpg
Edvard Munch,1913,nude painting (nu),1594,1308,453147,wikiart,Expressionism,Nude I,train_and_test,FALSE,40006.jpg
Edvard Munch,1882,self-portrait,1221,1690,301438,wikiart,Realism,Self-Portrait,train_and_test,TRUE,50389.jpg
Edvard Munch,1905,portrait,973,2118,277415,wikiart,Expressionism,Ludvig Karsten,train_and_test,TRUE,25818.jpg
Edvard Munch,1901,landscape,1397,1467,382221,wikiart,Expressionism,White Night,train_and_test,TRUE,37297.jpg
Edvard Munch,1896,genre painting,1698,1198,476503,wikiart,Expressionism,The Sick Child II,train_and_test,FALSE,18130.jpg
Edvard Munch,1892,genre painting,1721,1170,293423,wikipedia,Expressionism,Melancholy,train_and_test,TRUE,83132.jpg
Edvard Munch,1915,genre painting,1598,1240,358011,wikiart,Expressionism,Man and Woman II,train_and_test,TRUE,91814.jpg
Edvard Munch,1892,landscape,1664,1187,404444,wikiart,Symbolism,The Mystery of a Summer Night,train_and_test,TRUE,19470.jpg
Edvard Munch,1906,genre painting,1714,1141,398119,wikiart,Expressionism,The Murderess,train_and_test,TRUE,79778.jpg
Edvard Munch,1895,genre painting,1164,1666,712820,wikiart,Expressionism,The Scream,train_and_test,TRUE,80765.jpg
Edvard Munch,1894,genre painting,1642,1170,317663,wikiart,Expressionism,Rose and Amélie,train_and_test,TRUE,28587.jpg
Edvard Munch,1891,genre painting,1217,1544,416427,wikipedia,Impressionism,Street Lafayette,train_and_test,TRUE,81905.jpg
Edvard Munch,,genre painting,1721,1071,326956,wikiart,Expressionism,Melancholy,train_and_test,FALSE,53943.jpg
Edvard Munch,1883,genre painting,1770,1031,426989,wikiart,Impressionism,At the Coffee Table,train_and_test,TRUE,73412.jpg
Edvard Munch,1902,genre painting,1110,1637,360842,wikiart,Expressionism,The Fisherman,train_and_test,TRUE,101629.jpg
Edvard Munch,1910,genre painting,1724,1050,272245,wikiart,Expressionism,The Murderer,train_and_test,TRUE,86431.jpg
Edvard Munch,1913,genre painting,1210,1493,362308,wikiart,Expressionism,The Lumberjack,train_and_test,FALSE,76510.jpg
Edvard Munch,1892,landscape,1649,1065,274700,wikiart,Symbolism,Moonlight on the Shore,train_and_test,TRUE,40621.jpg
Edvard Munch,1892,portrait,1071,1626,383091,wikiart,Expressionism,The Painter Jacob Bratland,train_and_test,TRUE,102866.jpg
Edvard Munch,1921,genre painting,1462,1190,236298,wikiart,Expressionism,The Artist and His Model,train_and_test,TRUE,58836.jpg
Edvard Munch,1916,landscape,1727,985,286636,wikiart,Expressionism,The Sun,train_and_test,FALSE,38571.jpg
Edvard Munch,1883,genre painting,1221,1381,334228,wikiart,Realism,Aunt Karen in the Rocking Chair,train_and_test,TRUE,95653.jpg
Edvard Munch,1904,landscape,1741,940,241844,wikiart,Expressionism,Trees on the Shore,train_and_test,TRUE,62009.jpg
Edvard Munch,1916,genre painting,1437,1124,233119,wikiart,Expressionism,Spring Plowing,train_and_test,TRUE,65591.jpg
Edvard Munch,1907,genre painting,1426,1088,160871,wikiart,Expressionism,Jealousy. From the series The Green Room,train_and_test,TRUE,85822.jpg
Edvard Munch,1892,portrait,1088,1420,387016,wikiart,Expressionism,August Stindberg,train_and_test,FALSE,76797.jpg
Edvard Munch,1900,landscape,1418,1081,341474,wikipedia,Expressionism,Train smoke,train_and_test,FALSE,93539.jpg
Edvard Munch,1893,genre painting,1200,1236,271733,wikipedia,Expressionism,Young Man and Prostitute,train_and_test,TRUE,81781.jpg
Edvard Munch,1907,genre painting,1074,1381,393589,wikiart,Expressionism,Old Man in Warnemunde,train_and_test,TRUE,53333.jpg
Edvard Munch,1892,genre painting,1521,974,262369,wikiart,Expressionism,By the Roulette,train_and_test,TRUE,47304.jpg
Edvard Munch,1889,portrait,1058,1364,269373,wikiart,Expressionism,Writer Hans Jaeger,train_and_test,FALSE,74056.jpg
Edvard Munch,1896,genre painting,1040,1386,320890,wikiart,Symbolism,Young woman on the shore,train_and_test,FALSE,28800.jpg
Edvard Munch,1916,genre painting,1885,758,268940,wikiart,Expressionism,History,train_and_test,TRUE,51321.jpg
Edvard Munch,1916,genre painting,1889,741,262512,wikiart,Expressionism,Alma Mater,train_and_test,TRUE,78948.jpg
Edvard Munch,1909,portrait,819,1702,191500,wikiart,Expressionism,Jens Thiis,train_and_test,TRUE,86631.jpg
Edvard Munch,1895,portrait,1058,1313,284326,wikiart,Expressionism,Stanislaw Przybyszewski,train_and_test,FALSE,83094.jpg
Edvard Munch,1909,portrait,815,1688,182495,wikiart,Expressionism,Thorvald Stang,train_and_test,TRUE,63071.jpg
Edvard Munch,1893,nude painting (nu),1070,1241,341432,wikipedia,Expressionism,The Hands,train_and_test,TRUE,35402.jpg
Edvard Munch,1907,genre painting,1422,926,244433,wikiart,Expressionism,Brothel Scene. Zum sussen Madel,train_and_test,TRUE,63301.jpg
Edvard Munch,1903,,1157,1137,269469,wikiart,Expressionism,Forest,train_and_test,TRUE,31611.jpg
Edvard Munch,1890,landscape,1028,1252,360712,wikiart,Impressionism,View over the Rover at St.Cloud,train_and_test,TRUE,62830.jpg
Edvard Munch,1890,genre painting,998,1257,268645,wikiart,Expressionism,Night,train_and_test,FALSE,75137.jpg
Edvard Munch,1897,design,908,1368,229673,wikiart,Expressionism,The Flower of Pain,train_and_test,TRUE,31093.jpg
Edvard Munch,1896,genre painting,1278,933,141031,wikiart,Expressionism,The Death Chamber,train_and_test,FALSE,52661.jpg
Edvard Munch,1916,genre painting,882,1317,241252,wikiart,Expressionism,Awakening Men,train_and_test,TRUE,78497.jpg
Edvard Munch,1904,portrait,980,1161,240237,wikiart,Expressionism,Harry Graf Kessler,train_and_test,TRUE,67637.jpg
Edvard Munch,1902,portrait,904,1154,214230,wikiart,Expressionism,Albert Kollmann,train_and_test,TRUE,7245.jpg
Edvard Munch,1905,portrait,1144,876,214795,wikiart,Expressionism,Man and Woman I,train_and_test,TRUE,100995.jpg
Edvard Munch,1910,genre painting,810,1024,259741,wikipedia,Expressionism,The Scream,train_and_test,TRUE,2272.jpg
Edvard Munch,1894,religious painting,771,1054,197831,wikiart,Expressionism,Madonna,train_and_test,TRUE,89793.jpg
Edvard Munch,1895,genre painting,769,1024,279011,wikiart,Expressionism,The Scream,train_and_test,TRUE,81414.jpg
Edvard Munch,1893,genre painting,768,1024,255645,wikiart,Expressionism,The Scream,train_and_test,TRUE,91529.jpg
Edvard Munch,1943,self-portrait,797,986,242820,wikipedia,Expressionism,Self-portrait. Between the clock and the bed,train_and_test,TRUE,70608.jpg
Edvard Munch,1894,genre painting,925,795,133299,wikiart,Expressionism,Ashes,train_and_test,TRUE,63542.jpg
Edvard Munch,,landscape,800,772,145907,wikiart,Expressionism,Summer Night at Aasgaardstrand,train_and_test,TRUE,71920.jpg
Edvard Munch,1893,genre painting,767,800,95685,wikipedia,Symbolism,Moonlight ,train_and_test,FALSE,65422.jpg
Edvard Munch,1921,genre painting,856,709,121754,wikiart,Expressionism,Meeting,train_and_test,TRUE,35036.jpg
Edvard Munch,1906,genre painting,800,752,164357,wikiart,Expressionism,The Village Street,train_and_test,FALSE,11136.jpg
Edvard Munch,1899,genre painting,769,780,156450,wikiart,Expressionism,Man Bathing,train_and_test,FALSE,36224.jpg
Edvard Munch,1925,landscape,855,681,150595,wikiart,Expressionism,Old Trees,train_and_test,TRUE,77257.jpg
Edvard Munch,1906,self-portrait,800,722,144160,wikipedia,Expressionism,Self-portrait with bottle of wine,train_and_test,FALSE,81835.jpg
Edvard Munch,1903,genre painting,708,800,158554,wikiart,Expressionism,Three Girls on the Jetty,train_and_test,TRUE,77869.jpg
Edvard Munch,1919,self-portrait,701,800,145883,wikiart,Expressionism,Self-Portrait after Spanish Influenza,train_and_test,TRUE,102976.jpg
Edvard Munch,1900,genre painting,680,800,164499,wikiart,Expressionism,The Dead Mother,train_and_test,TRUE,102190.jpg
Edvard Munch,1895,landscape,800,668,119673,wikiart,Symbolism,Moon Light,train_and_test,TRUE,89281.jpg
Edvard Munch,1896,nude painting (nu),667,800,105281,wikiart,Expressionism,Nude,train_and_test,FALSE,7834.jpg
Edvard Munch,1893,genre painting,800,656,98523,wikipedia,Symbolism,The Voice,train_and_test,TRUE,60524.jpg
Edvard Munch,1897,genre painting,800,655,112479,wikiart,Expressionism,Mother and Daughter,train_and_test,TRUE,78330.jpg
Edvard Munch,1919,genre painting,800,639,152509,wikiart,Expressionism,The Murderer in the Lane,train_and_test,FALSE,58818.jpg
Edvard Munch,1890,genre painting,800,637,149484,wikiart,Impressionism,Spring Day on Karl Johan Street,train_and_test,TRUE,34841.jpg
Edvard Munch,1906,genre painting,800,637,127636,wikiart,Expressionism,Snow Falling in the Lane,train_and_test,TRUE,36401.jpg
Edvard Munch,,self-portrait,640,785,57514,wikiart,Expressionism,Self-Portrait with Hand under Cheek,train_and_test,TRUE,2821.jpg
Edvard Munch,1896,genre painting,800,628,131328,wikiart,Symbolism,The Voice / Summer night,train_and_test,TRUE,11819.jpg
Edvard Munch,1895,,800,626,160236,wikiart,Expressionism,The Women,train_and_test,TRUE,76451.jpg
Edvard Munch,1889,genre painting,800,623,122992,wikiart,Expressionism,Summer Night (Inger on the Shore),train_and_test,FALSE,90292.jpg
Edvard Munch,1900,genre painting,800,622,101568,wikiart,Expressionism,Red and White,train_and_test,TRUE,93019.jpg
Edvard Munch,1895,mythological painting,800,621,91543,wikiart,Expressionism,Vampire,train_and_test,TRUE,1289.jpg
Edvard Munch,1892,genre painting,619,800,85458,wikiart,Expressionism,Girl Combing Her Hair,train_and_test,TRUE,42270.jpg
Edvard Munch,1896,genre painting,800,618,122056,wikiart,Expressionism,Ashes II,train_and_test,TRUE,16119.jpg
Edvard Munch,1894,genre painting,615,800,115850,wikipedia,Expressionism,Anxiety,train_and_test,TRUE,13776.jpg
Edvard Munch,1940,portrait,800,612,132259,wikiart,Expressionism,By the Window,train_and_test,TRUE,48996.jpg
Edvard Munch,1902,,612,800,109785,wikiart,Symbolism,Four Ages in Life,train_and_test,FALSE,76804.jpg
Edvard Munch,1921,portrait,611,800,134315,wikiart,Expressionism,Woman in Blue (Frau Barth),train_and_test,TRUE,90549.jpg
Edvard Munch,1896,nude painting (nu),609,800,101188,wikiart,Expressionism,Paris Nude,train_and_test,TRUE,6372.jpg
Edvard Munch,1895,self-portrait,606,800,98760,wikipedia,Expressionism,Self-Portrait with Burning Cigarette,train_and_test,TRUE,87352.jpg
Edvard Munch,1900,landscape,855,565,105899,wikiart,Expressionism,Red Creeper,train_and_test,TRUE,61095.jpg
Edvard Munch,1924,portrait,597,800,110856,wikiart,Expressionism,Woman on the Verandah,train_and_test,TRUE,60911.jpg
Edvard Munch,1893,genre painting,800,591,83782,wikiart,Expressionism,By the Deathbed (Fever),train_and_test,TRUE,62526.jpg
Edvard Munch,1892,portrait,576,800,95770,wikipedia,Expressionism,Portrait of Inger Munch,train_and_test,TRUE,71426.jpg
Edvard Munch,1896,self-portrait,572,800,79208,wikiart,Expressionism,Self-Portrait I,train_and_test,TRUE,75583.jpg
Edvard Munch,1902,genre painting,800,563,110318,wikiart,Expressionism,Vampire II,train_and_test,TRUE,38703.jpg
Edvard Munch,1892,genre painting,800,549,96817,wikipedia,Expressionism,Evening on Karl Johan Street,train_and_test,TRUE,93495.jpg
Edvard Munch,1884,portrait,548,800,42189,wikiart,Impressionism,Sister Inger,train_and_test,FALSE,4595.jpg
Edvard Munch,1916,genre painting,700,619,93949,wikiart,Expressionism,The Haymaker,train_and_test,FALSE,90687.jpg
Edvard Munch,1905,genre painting,800,541,101752,wikiart,Expressionism,Christmas in the Brothel,train_and_test,TRUE,90232.jpg
Edvard Munch,1913,genre painting,615,700,82232,wikiart,Expressionism,Girl Yawning,train_and_test,TRUE,70255.jpg
Edvard Munch,1895,history painting,800,529,92997,wikipedia,Expressionism,Jealousy,train_and_test,TRUE,14682.jpg
Edvard Munch,1900,religious painting,800,529,106648,wikipedia,Expressionism,Golgotha,train_and_test,TRUE,67942.jpg
Edvard Munch,1902,genre painting,700,604,132339,wikiart,Expressionism,Street in Asgardstrand,train_and_test,TRUE,26363.jpg
Edvard Munch,1900,genre painting,640,650,158068,wikiart,Expressionism,Girls on a Bridge,train_and_test,TRUE,78455.jpg
Edvard Munch,1887,genre painting,800,520,78104,wikiart,Expressionism,Jurisprudence,train_and_test,TRUE,40549.jpg
Edvard Munch,1894,,800,517,76995,wikiart,Symbolism,The Three Stages of Woman (Sphinx).,train_and_test,TRUE,69884.jpg
Edvard Munch,1907,cityscape,800,514,115947,wikiart,Expressionism,Lübeck Harbour with the Holstentor,train_and_test,TRUE,50829.jpg
Edvard Munch,1889,genre painting,800,511,104351,wikiart,Expressionism,Spring,train_and_test,FALSE,101853.jpg
Edvard Munch,1944,self-portrait,750,543,90174,wikiart,Expressionism,Self-Portrait with Striped Pullover,train_and_test,TRUE,78446.jpg
Edvard Munch,1928,genre painting,579,700,76212,wikiart,Expressionism,Model on the Couch,train_and_test,TRUE,50815.jpg
Edvard Munch,1921,landscape,700,577,131676,wikiart,Expressionism,The Wave,train_and_test,TRUE,82139.jpg
Edvard Munch,1940,self-portrait,568,700,89221,wikiart,Expressionism,Self-Portrait with Cod's Head,train_and_test,TRUE,68586.jpg
Edvard Munch,1942,genre painting,563,700,93444,wikiart,Expressionism,Model in Front of the Verandah,train_and_test,TRUE,38304.jpg
Edvard Munch,1898,genre painting,800,492,86970,wikiart,Expressionism,Man and Woman,train_and_test,TRUE,21537.jpg
Edvard Munch,1894,genre painting,714,549,121573,wikiart,Expressionism,Separation,train_and_test,FALSE,23329.jpg
Edvard Munch,1935,genre painting,750,521,69270,wikiart,Expressionism,The Lonely Ones,train_and_test,TRUE,1379.jpg
Edvard Munch,1930,genre painting,554,700,81411,wikiart,Expressionism,Self-Portrait During Eye Disease II.,train_and_test,TRUE,43188.jpg
Edvard Munch,1927,landscape,700,552,72410,wikiart,Expressionism,Red House and Spruces,train_and_test,TRUE,95830.jpg
Edvard Munch,1915,genre painting,650,592,75631,wikiart,Expressionism,Children in the Street,train_and_test,FALSE,13053.jpg
Edvard Munch,1930,genre painting,542,700,78532,wikiart,Expressionism,Self-Portrait During the Eye Disease I,train_and_test,TRUE,40174.jpg
Edvard Munch,1942,genre painting,700,537,80767,wikiart,Expressionism,"Self-Portrait in the Garden, Ekely",train_and_test,TRUE,97373.jpg
